Initial upper_bound: 19469562.3, lower_bound: 12438949.3, init_target_latency: 15954255.8, diff_threshold_ns: 1000000
Search segment 0, latency: 37534766.78, target: 24704940.8, partition: [115  17], latencies(ns): [37534766 10454577]
Search segment 0, latency: 36921184.03, target: 24704940.8, partition: [114  18], latencies(ns): [36921184 11659580]
Search segment 0, latency: 36509691.06, target: 24704940.8, partition: [113  19], latencies(ns): [36509691 11576331]
Search segment 0, latency: 36577287.31, target: 24704940.8, partition: [112  20], latencies(ns): [36577287 11688790]
Search segment 0, latency: 35783487.83, target: 24704940.8, partition: [111  21], latencies(ns): [35783487 12779749]
Search segment 0, latency: 35791976.83, target: 24704940.8, partition: [110  22], latencies(ns): [35791976 12778417]
Search segment 0, latency: 35882615.64, target: 24704940.8, partition: [109  23], latencies(ns): [35882615 12788979]
Search segment 0, latency: 34787855.87, target: 24704940.8, partition: [108  24], latencies(ns): [34787855 13819970]
Search segment 0, latency: 33691330.26, target: 24704940.8, partition: [107  25], latencies(ns): [33691330 14526190]
Search segment 0, latency: 32478660.42, target: 24704940.8, partition: [106  26], latencies(ns): [32478660 15768905]
Search segment 0, latency: 32474586.71, target: 24704940.8, partition: [105  27], latencies(ns): [32474586 15784272]
Search segment 0, latency: 32463457.58, target: 24704940.8, partition: [104  28], latencies(ns): [32463457 15586825]
Search segment 0, latency: 31503327.6, target: 24704940.8, partition: [103  29], latencies(ns): [31503327 16782598]
Search segment 0, latency: 30388135.68, target: 24704940.8, partition: [102  30], latencies(ns): [30388135 17742309]
Search segment 0, latency: 30309860.4, target: 24704940.8, partition: [101  31], latencies(ns): [30309860 17839809]
Search segment 0, latency: 30167471.58, target: 24704940.8, partition: [100  32], latencies(ns): [30167471 17707084]
Search segment 0, latency: 29749197.49, target: 24704940.8, partition: [99 33], latencies(ns): [29749197 18547799]
Search segment 0, latency: 29463480.77, target: 24704940.8, partition: [98 34], latencies(ns): [29463480 18309214]
Search segment 0, latency: 29562610.57, target: 24704940.8, partition: [97 35], latencies(ns): [29562610 18353193]
Search segment 0, latency: 28388478.42, target: 24704940.8, partition: [96 36], latencies(ns): [28388478 19652822]
Search segment 0, latency: 28486230.32, target: 24704940.8, partition: [95 37], latencies(ns): [28486230 20457187]
Search segment 0, latency: 27926443.55, target: 24704940.8, partition: [94 38], latencies(ns): [27926443 21389785]
Search segment 0, latency: 27224740.13, target: 24704940.8, partition: [93 39], latencies(ns): [27224740 22000138]
Search segment 0, latency: 26664075.97, target: 24704940.8, partition: [92 40], latencies(ns): [26664075 22362599]
Search segment 0, latency: 26133680.55, target: 24704940.8, partition: [91 41], latencies(ns): [26133680 22768770]
Search segment 0, latency: 25946140.07, target: 24704940.8, partition: [90 42], latencies(ns): [25946140 22657980]
Search segment 0, latency: 25857954.0, target: 24704940.8, partition: [89 43], latencies(ns): [25857954 22685308]
Search segment 0, latency: 25944547.17, target: 24704940.8, partition: [88 44], latencies(ns): [25944547 22794941]
Search segment 0, latency: 25994980.13, target: 24704940.8, partition: [87 45], latencies(ns): [25994980 23575932]
Search segment 0, latency: 25493480.92, target: 24704940.8, partition: [86 46], latencies(ns): [25493480 24118736]
Search segment 0, latency: 24811525.12, target: 24704940.8, partition: [85 47], latencies(ns): [24811525 24649622]
Search segment 0, latency: 24120441.22, target: 24704940.8, partition: [84 48], latencies(ns): [24120441 24918119]
target_latency:  24704940.8, num_ops: [84 48], latencies: [24120441 24918119]
Updated upper_bound: 24918119.7, lower_bound: 24704940.8
